proporcion,split,seed,bought_rate
80/10/10,valid,45,0.12951807228915663
80/10/10,test,45,0.12633624878522837
80/10/10,valid,46,0.1306930693069307
80/10/10,test,46,0.13485280151946819
80/10/10,valid,47,0.1259029927760578
80/10/10,test,47,0.13163064833005894
80/10/10,valid,48,0.12363996043521266
80/10/10,test,48,0.1293774319066148
80/10/10,valid,49,0.12376237623762376
80/10/10,test,49,0.13333333333333333
80/10/10,valid,50,0.1374122367101304
80/10/10,test,50,0.12662013958125623
80/10/10,valid,51,0.13360739979445016
80/10/10,test,51,0.13069908814589665
80/10/10,valid,52,0.12944664031620554
80/10/10,test,52,0.14018691588785046
80/10/10,valid,53,0.13789581205311544
80/10/10,test,53,0.13152804642166344
80/10/10,valid,54,0.12085769980506822
80/10/10,test,54,0.12869399428026693
80/10/10,valid,55,0.12877263581488935
80/10/10,test,55,0.13211382113821138
80/10/10,valid,56,0.1303030303030303
